,match_date,match_hour,week,country,league,venue,team,gf,ga,opponent,result,goal_diff
3371,2024-03-03,14,24,Germany,Bundesliga,Away,Leverkusen,2,0,1. FC Köln,1,2
3372,2024-03-10,18,25,Germany,Bundesliga,Home,Leverkusen,2,0,Wolfsburg,1,2
3373,2024-03-17,14,26,Germany,Bundesliga,Away,Leverkusen,3,2,Freiburg,1,1
3374,2024-03-30,14,27,Germany,Bundesliga,Home,Leverkusen,2,1,Hoffenheim,1,1
3375,2024-04-06,13,28,Germany,Bundesliga,Away,Leverkusen,1,0,Union Berlin,1,1
3376,2024-04-14,15,29,Germany,Bundesliga,Home,Leverkusen,5,0,Bremen,1,5
3377,2024-04-21,15,30,Germany,Bundesliga,Away,Leverkusen,1,1,Dortmund,2,0
3378,2024-04-27,16,31,Germany,Bundesliga,Home,Leverkusen,2,2,Stuttgart,2,0
3379,2024-05-05,15,32,Germany,Bundesliga,Away,Leverkusen,5,1,Frankfurt,1,4
3380,2024-05-12,17,33,Germany,Bundesliga,Away,Leverkusen,5,0,Bochum,1,5
3381,2024-05-18,13,34,Germany,Bundesliga,Home,Leverkusen,2,1,Augsburg,1,1
3382,2023-08-19,16,1,Germany,Bundesliga,Home,Dortmund,1,0,1. FC Köln,1,1
3383,2023-08-26,13,2,Germany,Bundesliga,Away,Dortmund,1,1,Bochum,2,0
3384,2023-09-01,18,3,Germany,Bundesliga,Home,Dortmund,2,2,Heidenheim,2,0
3385,2023-09-16,13,4,Germany,Bundesliga,Away,Dortmund,4,2,Freiburg,1,2
3386,2023-09-23,13,5,Germany,Bundesliga,Home,Dortmund,1,0,Wolfsburg,1,1
3387,2023-09-29,18,6,Germany,Bundesliga,Away,Dortmund,3,1,Hoffenheim,1,2
3388,2023-10-07,13,7,Germany,Bundesliga,Home,Dortmund,4,2,Union Berlin,1,2
3389,2023-10-20,18,8,Germany,Bundesliga,Home,Dortmund,1,0,Bremen,1,1
3390,2023-10-29,14,9,Germany,Bundesliga,Away,Dortmund,3,3,Frankfurt,2,0
3391,2023-11-04,17,10,Germany,Bundesliga,Home,Dortmund,0,4,Bayern,0,-4
3392,2023-11-11,14,11,Germany,Bundesliga,Away,Dortmund,1,2,Stuttgart,0,-1
3393,2023-11-25,14,12,Germany,Bundesliga,Home,Dortmund,4,2,M'gladbach,1,2
3394,2023-12-03,16,13,Germany,Bundesliga,Away,Dortmund,1,1,Leverkusen,2,0
3395,2023-12-09,17,14,Germany,Bundesliga,Home,Dortmund,2,3,RB Leipzig,0,-1
3396,2023-12-16,14,15,Germany,Bundesliga,Away,Dortmund,1,1,Augsburg,2,0
3397,2023-12-19,19,16,Germany,Bundesliga,Home,Dortmund,1,1,Mainz,2,0
3398,2024-01-13,17,17,Germany,Bundesliga,Away,Dortmund,3,0,Darmstadt,1,3
3399,2024-01-20,14,18,Germany,Bundesliga,Away,Dortmund,4,0,1. FC Köln,1,4
3400,2024-01-28,16,19,Germany,Bundesliga,Home,Dortmund,3,1,Bochum,1,2
3401,2024-02-02,19,20,Germany,Bundesliga,Away,Dortmund,0,0,Heidenheim,2,0
3402,2024-02-09,19,21,Germany,Bundesliga,Home,Dortmund,3,0,Freiburg,1,3
3403,2024-02-17,14,22,Germany,Bundesliga,Away,Dortmund,1,1,Wolfsburg,2,0
3404,2024-02-25,16,23,Germany,Bundesliga,Home,Dortmund,2,3,Hoffenheim,0,-1
3405,2024-03-02,14,24,Germany,Bundesliga,Away,Dortmund,2,0,Union Berlin,1,2
3406,2024-03-09,17,25,Germany,Bundesliga,Away,Dortmund,2,1,Bremen,1,1
3407,2024-03-17,16,26,Germany,Bundesliga,Home,Dortmund,3,1,Frankfurt,1,2
3408,2024-03-30,17,27,Germany,Bundesliga,Away,Dortmund,2,0,Bayern,1,2
3409,2024-04-06,16,28,Germany,Bundesliga,Home,Dortmund,0,1,Stuttgart,0,-1
3410,2024-04-13,13,29,Germany,Bundesliga,Away,Dortmund,2,1,M'gladbach,1,1
3411,2024-04-21,15,30,Germany,Bundesliga,Home,Dortmund,1,1,Leverkusen,2,0
3412,2024-04-27,13,31,Germany,Bundesliga,Away,Dortmund,1,4,RB Leipzig,0,-3
3413,2024-05-04,13,32,Germany,Bundesliga,Home,Dortmund,5,1,Augsburg,1,4
3414,2024-05-11,16,33,Germany,Bundesliga,Away,Dortmund,0,3,Mainz,0,-3
3415,2024-05-18,13,34,Germany,Bundesliga,Home,Dortmund,4,0,Darmstadt,1,4
3416,2023-08-18,18,1,Germany,Bundesliga,Away,Bayern,4,0,Bremen,1,4
3417,2023-08-27,15,2,Germany,Bundesliga,Home,Bayern,3,1,Augsburg,1,2
3418,2023-09-02,16,3,Germany,Bundesliga,Away,Bayern,2,1,M'gladbach,1,1
3419,2023-09-15,18,4,Germany,Bundesliga,Home,Bayern,2,2,Leverkusen,2,0
3420,2023-09-23,13,5,Germany,Bundesliga,Home,Bayern,7,0,Bochum,1,7
3421,2023-09-30,16,6,Germany,Bundesliga,Away,Bayern,2,2,RB Leipzig,2,0
3422,2023-10-08,15,7,Germany,Bundesliga,Home,Bayern,3,0,Freiburg,1,3
3423,2023-10-21,16,8,Germany,Bundesliga,Away,Bayern,3,1,Mainz,1,2
3424,2023-10-28,13,9,Germany,Bundesliga,Home,Bayern,8,0,Darmstadt,1,8
3425,2023-11-04,17,10,Germany,Bundesliga,Away,Bayern,4,0,Dortmund,1,4
3426,2023-11-11,14,11,Germany,Bundesliga,Home,Bayern,4,2,Heidenheim,1,2
3427,2023-11-24,19,12,Germany,Bundesliga,Away,Bayern,1,0,1. FC Köln,1,1
3428,2023-12-09,14,14,Germany,Bundesliga,Away,Bayern,1,5,Frankfurt,0,-4
3429,2023-12-17,18,15,Germany,Bundesliga,Home,Bayern,3,0,Stuttgart,1,3
3430,2023-12-20,19,16,Germany,Bundesliga,Away,Bayern,2,1,Wolfsburg,1,1
3431,2024-01-12,19,17,Germany,Bundesliga,Home,Bayern,3,0,Hoffenheim,1,3
3432,2024-01-21,14,18,Germany,Bundesliga,Home,Bayern,0,1,Bremen,0,-1
3433,2024-01-24,19,13,Germany,Bundesliga,Home,Bayern,1,0,Union Berlin,1,1
3434,2024-01-27,14,19,Germany,Bundesliga,Away,Bayern,3,2,Augsburg,1,1
3435,2024-02-03,14,20,Germany,Bundesliga,Home,Bayern,3,1,M'gladbach,1,2
3436,2024-02-10,17,21,Germany,Bundesliga,Away,Bayern,0,3,Leverkusen,0,-3
3437,2024-02-18,16,22,Germany,Bundesliga,Away,Bayern,2,3,Bochum,0,-1
3438,2024-02-24,17,23,Germany,Bundesliga,Home,Bayern,2,1,RB Leipzig,1,1
3439,2024-03-01,19,24,Germany,Bundesliga,Away,Bayern,2,2,Freiburg,2,0
3440,2024-03-09,14,25,Germany,Bundesliga,Home,Bayern,8,1,Mainz,1,7
3441,2024-03-16,14,26,Germany,Bundesliga,Away,Bayern,5,2,Darmstadt,1,3
3442,2024-03-30,17,27,Germany,Bundesliga,Home,Bayern,0,2,Dortmund,0,-2
3443,2024-04-06,13,28,Germany,Bundesliga,Away,Bayern,2,3,Heidenheim,0,-1
3444,2024-04-13,13,29,Germany,Bundesliga,Home,Bayern,2,0,1. FC Köln,1,2
3445,2024-04-20,16,30,Germany,Bundesliga,Away,Bayern,5,1,Union Berlin,1,4
3446,2024-04-27,13,31,Germany,Bundesliga,Home,Bayern,2,1,Frankfurt,1,1
3447,2024-05-04,13,32,Germany,Bundesliga,Away,Bayern,1,3,Stuttgart,0,-2
3448,2024-05-12,15,33,Germany,Bundesliga,Home,Bayern,2,0,Wolfsburg,1,2
3449,2024-05-18,13,34,Germany,Bundesliga,Away,Bayern,2,4,Hoffenheim,0,-2
3450,2023-08-19,13,1,Germany,Bundesliga,Home,Stuttgart,5,0,Bochum,1,5
3451,2023-08-25,18,2,Germany,Bundesliga,Away,Stuttgart,1,5,RB Leipzig,0,-4
3452,2023-09-02,13,3,Germany,Bundesliga,Home,Stuttgart,5,0,Freiburg,1,5
3453,2023-09-16,13,4,Germany,Bundesliga,Away,Stuttgart,3,1,Mainz,1,2
3454,2023-09-22,18,5,Germany,Bundesliga,Home,Stuttgart,3,1,Darmstadt,1,2
3455,2023-09-30,13,6,Germany,Bundesliga,Away,Stuttgart,2,0,1. FC Köln,1,2
3456,2023-10-07,13,7,Germany,Bundesliga,Home,Stuttgart,3,1,Wolfsburg,1,2
3457,2023-10-21,13,8,Germany,Bundesliga,Away,Stuttgart,3,0,Union Berlin,1,3
3458,2023-10-28,13,9,Germany,Bundesliga,Home,Stuttgart,2,3,Hoffenheim,0,-1
3459,2023-11-05,16,10,Germany,Bundesliga,Away,Stuttgart,0,2,Heidenheim,0,-2
3460,2023-11-11,14,11,Germany,Bundesliga,Home,Stuttgart,2,1,Dortmund,1,1
3461,2023-11-25,17,12,Germany,Bundesliga,Away,Stuttgart,2,1,Frankfurt,1,1
3462,2023-12-02,17,13,Germany,Bundesliga,Home,Stuttgart,2,0,Bremen,1,2
3463,2023-12-10,14,14,Germany,Bundesliga,Home,Stuttgart,1,1,Leverkusen,2,0
3464,2023-12-17,18,15,Germany,Bundesliga,Away,Stuttgart,0,3,Bayern,0,-3
3465,2023-12-20,19,16,Germany,Bundesliga,Home,Stuttgart,3,0,Augsburg,1,3
3466,2024-01-14,16,17,Germany,Bundesliga,Away,Stuttgart,1,3,M'gladbach,0,-2
3467,2024-01-20,14,18,Germany,Bundesliga,Away,Stuttgart,0,1,Bochum,0,-1
3468,2024-01-27,14,19,Germany,Bundesliga,Home,Stuttgart,5,2,RB Leipzig,1,3
3469,2024-02-03,14,20,Germany,Bundesliga,Away,Stuttgart,3,1,Freiburg,1,2
3470,2024-02-11,14,21,Germany,Bundesliga,Home,Stuttgart,3,1,Mainz,1,2
3471,2024-02-17,14,22,Germany,Bundesliga,Away,Stuttgart,2,1,Darmstadt,1,1
3472,2024-02-24,14,23,Germany,Bundesliga,Home,Stuttgart,1,1,1. FC Köln,2,0
3473,2024-03-02,17,24,Germany,Bundesliga,Away,Stuttgart,3,2,Wolfsburg,1,1
3474,2024-03-08,19,25,Germany,Bundesliga,Home,Stuttgart,2,0,Union Berlin,1,2
3475,2024-03-16,17,26,Germany,Bundesliga,Away,Stuttgart,3,0,Hoffenheim,1,3
3476,2024-03-31,15,27,Germany,Bundesliga,Home,Stuttgart,3,3,Heidenheim,2,0
3477,2024-04-06,16,28,Germany,Bundesliga,Away,Stuttgart,1,0,Dortmund,1,1
3478,2024-04-13,16,29,Germany,Bundesliga,Home,Stuttgart,3,0,Frankfurt,1,3
3479,2024-04-21,13,30,Germany,Bundesliga,Away,Stuttgart,1,2,Bremen,0,-1
3480,2024-04-27,16,31,Germany,Bundesliga,Away,Stuttgart,2,2,Leverkusen,2,0
3481,2024-05-04,13,32,Germany,Bundesliga,Home,Stuttgart,3,1,Bayern,1,2
3482,2024-05-10,18,33,Germany,Bundesliga,Away,Stuttgart,1,0,Augsburg,1,1
3483,2024-05-18,13,34,Germany,Bundesliga,Home,Stuttgart,4,0,M'gladbach,1,4
3484,2023-08-19,13,1,Germany,Bundesliga,Home,Wolfsburg,2,0,Heidenheim,1,2
3485,2023-08-26,13,2,Germany,Bundesliga,Away,Wolfsburg,2,1,1. FC Köln,1,1
3486,2023-09-02,13,3,Germany,Bundesliga,Away,Wolfsburg,1,3,Hoffenheim,0,-2
3487,2023-09-16,13,4,Germany,Bundesliga,Home,Wolfsburg,2,1,Union Berlin,1,1
3488,2023-09-23,13,5,Germany,Bundesliga,Away,Wolfsburg,0,1,Dortmund,0,-1
3489,2023-09-30,13,6,Germany,Bundesliga,Home,Wolfsburg,2,0,Frankfurt,1,2
3490,2023-10-07,13,7,Germany,Bundesliga,Away,Wolfsburg,1,3,Stuttgart,0,-2
3491,2023-10-21,13,8,Germany,Bundesliga,Home,Wolfsburg,1,2,Leverkusen,0,-1
3492,2023-10-28,13,9,Germany,Bundesliga,Away,Wolfsburg,2,3,Augsburg,0,-1
3493,2023-11-05,14,10,Germany,Bundesliga,Home,Wolfsburg,2,2,Bremen,2,0
3494,2023-11-10,19,11,Germany,Bundesliga,Away,Wolfsburg,0,4,M'gladbach,0,-4
3495,2023-11-25,14,12,Germany,Bundesliga,Home,Wolfsburg,2,1,RB Leipzig,1,1
3496,2023-12-02,14,13,Germany,Bundesliga,Away,Wolfsburg,1,3,Bochum,0,-2
3497,2023-12-09,14,14,Germany,Bundesliga,Home,Wolfsburg,0,1,Freiburg,0,-1
3498,2023-12-16,14,15,Germany,Bundesliga,Away,Wolfsburg,1,0,Darmstadt,1,1
3499,2023-12-20,19,16,Germany,Bundesliga,Home,Wolfsburg,1,2,Bayern,0,-1
3500,2024-01-13,14,17,Germany,Bundesliga,Away,Wolfsburg,1,1,Mainz,2,0
3501,2024-01-20,14,18,Germany,Bundesliga,Away,Wolfsburg,1,1,Heidenheim,2,0
3502,2024-01-27,14,19,Germany,Bundesliga,Home,Wolfsburg,1,1,1. FC Köln,2,0
3503,2024-02-04,14,20,Germany,Bundesliga,Home,Wolfsburg,2,2,Hoffenheim,2,0
3504,2024-02-10,14,21,Germany,Bundesliga,Away,Wolfsburg,0,1,Union Berlin,0,-1
3505,2024-02-17,14,22,Germany,Bundesliga,Home,Wolfsburg,1,1,Dortmund,2,0
3506,2024-02-25,14,23,Germany,Bundesliga,Away,Wolfsburg,2,2,Frankfurt,2,0
3507,2024-03-02,17,24,Germany,Bundesliga,Home,Wolfsburg,2,3,Stuttgart,0,-1
3508,2024-03-10,18,25,Germany,Bundesliga,Away,Wolfsburg,0,2,Leverkusen,0,-2
3509,2024-03-16,14,26,Germany,Bundesliga,Home,Wolfsburg,1,3,Augsburg,0,-2
3510,2024-03-30,14,27,Germany,Bundesliga,Away,Wolfsburg,2,0,Bremen,1,2
3511,2024-04-07,15,28,Germany,Bundesliga,Home,Wolfsburg,1,3,M'gladbach,0,-2
3512,2024-04-13,13,29,Germany,Bundesliga,Away,Wolfsburg,0,3,RB Leipzig,0,-3
3513,2024-04-20,13,30,Germany,Bundesliga,Home,Wolfsburg,1,0,Bochum,1,1
3514,2024-04-27,13,31,Germany,Bundesliga,Away,Wolfsburg,2,1,Freiburg,1,1
3515,2024-05-04,13,32,Germany,Bundesliga,Home,Wolfsburg,3,0,Darmstadt,1,3
3516,2024-05-12,15,33,Germany,Bundesliga,Away,Wolfsburg,0,2,Bayern,0,-2
3517,2024-05-18,13,34,Germany,Bundesliga,Home,Wolfsburg,1,3,Mainz,0,-2
3518,2023-08-18,18,1,Germany,Bundesliga,Home,Bremen,0,4,Bayern,0,-4
3519,2023-08-26,13,2,Germany,Bundesliga,Away,Bremen,0,1,Freiburg,0,-1
3520,2023-09-02,13,3,Germany,Bundesliga,Home,Bremen,4,0,Mainz,1,4
3521,2023-09-17,13,4,Germany,Bundesliga,Away,Bremen,2,4,Heidenheim,0,-2
3522,2023-09-23,16,5,Germany,Bundesliga,Home,Bremen,2,1,1. FC Köln,1,1
3523,2023-10-01,13,6,Germany,Bundesliga,Away,Bremen,2,4,Darmstadt,0,-2
3524,2023-10-07,16,7,Germany,Bundesliga,Home,Bremen,2,3,Hoffenheim,0,-1
3525,2023-10-20,18,8,Germany,Bundesliga,Away,Bremen,0,1,Dortmund,0,-1
3526,2023-10-28,13,9,Germany,Bundesliga,Home,Bremen,2,0,Union Berlin,1,2
3527,2023-11-05,14,10,Germany,Bundesliga,Away,Bremen,2,2,Wolfsburg,2,0
3528,2023-11-12,16,11,Germany,Bundesliga,Home,Bremen,2,2,Frankfurt,2,0
3529,2023-11-25,14,12,Germany,Bundesliga,Home,Bremen,0,3,Leverkusen,0,-3
3530,2023-12-02,17,13,Germany,Bundesliga,Away,Bremen,0,2,Stuttgart,0,-2
3531,2023-12-09,14,14,Germany,Bundesliga,Home,Bremen,2,0,Augsburg,1,2
3532,2023-12-15,19,15,Germany,Bundesliga,Away,Bremen,2,2,M'gladbach,2,0
3533,2023-12-19,17,16,Germany,Bundesliga,Home,Bremen,1,1,RB Leipzig,2,0
3534,2024-01-14,14,17,Germany,Bundesliga,Away,Bremen,1,1,Bochum,2,0
3535,2024-01-21,14,18,Germany,Bundesliga,Away,Bremen,1,0,Bayern,1,1
3536,2024-01-27,14,19,Germany,Bundesliga,Home,Bremen,3,1,Freiburg,1,2
3537,2024-02-03,14,20,Germany,Bundesliga,Away,Bremen,1,0,Mainz,1,1
3538,2024-02-10,14,21,Germany,Bundesliga,Home,Bremen,1,2,Heidenheim,0,-1
3539,2024-02-16,19,22,Germany,Bundesliga,Away,Bremen,1,0,1. FC Köln,1,1
3540,2024-02-24,14,23,Germany,Bundesliga,Home,Bremen,1,1,Darmstadt,2,0
3541,2024-03-03,16,24,Germany,Bundesliga,Away,Bremen,1,2,Hoffenheim,0,-1
3542,2024-03-09,17,25,Germany,Bundesliga,Home,Bremen,1,2,Dortmund,0,-1
3543,2024-03-16,14,26,Germany,Bundesliga,Away,Bremen,1,2,Union Berlin,0,-1
3544,2024-03-30,14,27,Germany,Bundesliga,Home,Bremen,0,2,Wolfsburg,0,-2
3545,2024-04-05,18,28,Germany,Bundesliga,Away,Bremen,1,1,Frankfurt,2,0
3546,2024-04-14,15,29,Germany,Bundesliga,Away,Bremen,0,5,Leverkusen,0,-5
3547,2024-04-21,13,30,Germany,Bundesliga,Home,Bremen,2,1,Stuttgart,1,1
3548,2024-04-27,13,31,Germany,Bundesliga,Away,Bremen,3,0,Augsburg,1,3
3549,2024-05-04,13,32,Germany,Bundesliga,Home,Bremen,2,2,M'gladbach,2,0
3550,2024-05-11,13,33,Germany,Bundesliga,Away,Bremen,1,1,RB Leipzig,2,0
3551,2024-05-18,13,34,Germany,Bundesliga,Home,Bremen,4,1,Bochum,1,3
3552,2023-08-20,13,1,Germany,Bundesliga,Away,Mainz,1,4,Union Berlin,0,-3
3553,2023-08-27,13,2,Germany,Bundesliga,Home,Mainz,1,1,Frankfurt,2,0
3554,2023-09-02,13,3,Germany,Bundesliga,Away,Mainz,0,4,Bremen,0,-4
3555,2023-09-16,13,4,Germany,Bundesliga,Home,Mainz,1,3,Stuttgart,0,-2
3556,2023-09-23,13,5,Germany,Bundesliga,Away,Mainz,1,2,Augsburg,0,-1
3557,2023-09-30,13,6,Germany,Bundesliga,Home,Mainz,0,3,Leverkusen,0,-3
3558,2023-10-06,18,7,Germany,Bundesliga,Away,Mainz,2,2,M'gladbach,2,0
3559,2023-10-21,16,8,Germany,Bundesliga,Home,Mainz,1,3,Bayern,0,-2
3560,2023-10-27,18,9,Germany,Bundesliga,Away,Mainz,2,2,Bochum,2,0
3561,2023-11-04,14,10,Germany,Bundesliga,Home,Mainz,2,0,RB Leipzig,1,2
3562,2023-11-11,14,11,Germany,Bundesliga,Away,Mainz,0,0,Darmstadt,2,0
3563,2023-11-26,16,12,Germany,Bundesliga,Away,Mainz,1,1,Hoffenheim,2,0
3564,2023-12-03,14,13,Germany,Bundesliga,Home,Mainz,0,1,Freiburg,0,-1
3565,2023-12-10,16,14,Germany,Bundesliga,Away,Mainz,0,0,1. FC Köln,2,0
3566,2023-12-16,14,15,Germany,Bundesliga,Home,Mainz,0,1,Heidenheim,0,-1
3567,2023-12-19,19,16,Germany,Bundesliga,Away,Mainz,1,1,Dortmund,2,0
3568,2024-01-13,14,17,Germany,Bundesliga,Home,Mainz,1,1,Wolfsburg,2,0
3569,2024-01-26,19,19,Germany,Bundesliga,Away,Mainz,0,1,Frankfurt,0,-1
3570,2024-02-03,14,20,Germany,Bundesliga,Home,Mainz,0,1,Bremen,0,-1
3571,2024-02-07,17,18,Germany,Bundesliga,Home,Mainz,1,1,Union Berlin,2,0
3572,2024-02-11,14,21,Germany,Bundesliga,Away,Mainz,1,3,Stuttgart,0,-2
3573,2024-02-17,14,22,Germany,Bundesliga,Home,Mainz,1,0,Augsburg,1,1
3574,2024-02-23,19,23,Germany,Bundesliga,Away,Mainz,1,2,Leverkusen,0,-1
3575,2024-03-02,14,24,Germany,Bundesliga,Home,Mainz,1,1,M'gladbach,2,0
3576,2024-03-09,14,25,Germany,Bundesliga,Away,Mainz,1,8,Bayern,0,-7
3577,2024-03-16,14,26,Germany,Bundesliga,Home,Mainz,2,0,Bochum,1,2
3578,2024-03-30,14,27,Germany,Bundesliga,Away,Mainz,0,0,RB Leipzig,2,0
3579,2024-04-06,13,28,Germany,Bundesliga,Home,Mainz,4,0,Darmstadt,1,4
3580,2024-04-13,13,29,Germany,Bundesliga,Home,Mainz,4,1,Hoffenheim,1,3
3581,2024-04-21,17,30,Germany,Bundesliga,Away,Mainz,1,1,Freiburg,2,0
3582,2024-04-28,15,31,Germany,Bundesliga,Home,Mainz,1,1,1. FC Köln,2,0
3583,2024-05-05,17,32,Germany,Bundesliga,Away,Mainz,1,1,Heidenheim,2,0
3584,2024-05-11,16,33,Germany,Bundesliga,Home,Mainz,3,0,Dortmund,1,3
3585,2024-05-18,13,34,Germany,Bundesliga,Away,Mainz,3,1,Wolfsburg,1,2
3586,2023-08-19,13,1,Germany,Bundesliga,Home,Augsburg,4,4,M'gladbach,2,0
3587,2023-08-27,15,2,Germany,Bundesliga,Away,Augsburg,1,3,Bayern,0,-2
3588,2023-09-02,13,3,Germany,Bundesliga,Home,Augsburg,2,2,Bochum,2,0
3589,2023-09-16,13,4,Germany,Bundesliga,Away,Augsburg,0,3,RB Leipzig,0,-3
3590,2023-09-23,13,5,Germany,Bundesliga,Home,Augsburg,2,1,Mainz,1,1
3591,2023-10-01,15,6,Germany,Bundesliga,Away,Augsburg,0,2,Freiburg,0,-2
3592,2023-10-07,13,7,Germany,Bundesliga,Home,Augsburg,1,2,Darmstadt,0,-1
3593,2023-10-22,15,8,Germany,Bundesliga,Away,Augsburg,5,2,Heidenheim,1,3
3594,2023-10-28,13,9,Germany,Bundesliga,Home,Augsburg,3,2,Wolfsburg,1,1
3595,2023-11-04,14,10,Germany,Bundesliga,Away,Augsburg,1,1,1. FC Köln,2,0
3596,2023-11-11,14,11,Germany,Bundesliga,Home,Augsburg,1,1,Hoffenheim,2,0
3597,2023-11-25,14,12,Germany,Bundesliga,Away,Augsburg,1,1,Union Berlin,2,0
3598,2023-12-03,18,13,Germany,Bundesliga,Home,Augsburg,2,1,Frankfurt,1,1
3599,2023-12-09,14,14,Germany,Bundesliga,Away,Augsburg,0,2,Bremen,0,-2
3600,2023-12-16,14,15,Germany,Bundesliga,Home,Augsburg,1,1,Dortmund,2,0
3601,2023-12-20,19,16,Germany,Bundesliga,Away,Augsburg,0,3,Stuttgart,0,-3
3602,2024-01-13,14,17,Germany,Bundesliga,Home,Augsburg,0,1,Leverkusen,0,-1
3603,2024-01-21,16,18,Germany,Bundesliga,Away,Augsburg,2,1,M'gladbach,1,1
3604,2024-01-27,14,19,Germany,Bundesliga,Home,Augsburg,2,3,Bayern,0,-1
3605,2024-02-03,14,20,Germany,Bundesliga,Away,Augsburg,1,1,Bochum,2,0
3606,2024-02-10,14,21,Germany,Bundesliga,Home,Augsburg,2,2,RB Leipzig,2,0
3607,2024-02-17,14,22,Germany,Bundesliga,Away,Augsburg,0,1,Mainz,0,-1
3608,2024-02-25,18,23,Germany,Bundesliga,Home,Augsburg,2,1,Freiburg,1,1
3609,2024-03-02,14,24,Germany,Bundesliga,Away,Augsburg,6,0,Darmstadt,1,6
3610,2024-03-09,14,25,Germany,Bundesliga,Home,Augsburg,1,0,Heidenheim,1,1
3611,2024-03-16,14,26,Germany,Bundesliga,Away,Augsburg,3,1,Wolfsburg,1,2
3612,2024-03-31,13,27,Germany,Bundesliga,Home,Augsburg,1,1,1. FC Köln,2,0
3613,2024-04-07,13,28,Germany,Bundesliga,Away,Augsburg,1,3,Hoffenheim,0,-2
3614,2024-04-12,18,29,Germany,Bundesliga,Home,Augsburg,2,0,Union Berlin,1,2
3615,2024-04-19,18,30,Germany,Bundesliga,Away,Augsburg,1,3,Frankfurt,0,-2
3616,2024-04-27,13,31,Germany,Bundesliga,Home,Augsburg,0,3,Bremen,0,-3
3617,2024-05-04,13,32,Germany,Bundesliga,Away,Augsburg,1,5,Dortmund,0,-4
3618,2024-05-10,18,33,Germany,Bundesliga,Home,Augsburg,0,1,Stuttgart,0,-1
3619,2024-05-18,13,34,Germany,Bundesliga,Away,Augsburg,1,2,Leverkusen,0,-1
3620,2023-08-19,13,1,Germany,Bundesliga,Away,Freiburg,2,1,Hoffenheim,1,1
3621,2023-08-26,13,2,Germany,Bundesliga,Home,Freiburg,1,0,Bremen,1,1
3622,2023-09-02,13,3,Germany,Bundesliga,Away,Freiburg,0,5,Stuttgart,0,-5
3623,2023-09-16,13,4,Germany,Bundesliga,Home,Freiburg,2,4,Dortmund,0,-2
3624,2023-09-24,15,5,Germany,Bundesliga,Away,Freiburg,0,0,Frankfurt,2,0
3625,2023-10-01,15,6,Germany,Bundesliga,Home,Freiburg,2,0,Augsburg,1,2
3626,2023-10-08,15,7,Germany,Bundesliga,Away,Freiburg,0,3,Bayern,0,-3
3627,2023-10-21,13,8,Germany,Bundesliga,Home,Freiburg,2,1,Bochum,1,1
3628,2023-10-29,16,9,Germany,Bundesliga,Away,Freiburg,1,2,Leverkusen,0,-1
3629,2023-11-04,14,10,Germany,Bundesliga,Home,Freiburg,3,3,M'gladbach,2,0
3630,2023-11-12,18,11,Germany,Bundesliga,Away,Freiburg,1,3,RB Leipzig,0,-2
3631,2023-11-25,14,12,Germany,Bundesliga,Home,Freiburg,1,1,Darmstadt,2,0
3632,2023-12-03,14,13,Germany,Bundesliga,Away,Freiburg,1,0,Mainz,1,1
3633,2023-12-09,14,14,Germany,Bundesliga,Away,Freiburg,1,0,Wolfsburg,1,1
3634,2023-12-17,14,15,Germany,Bundesliga,Home,Freiburg,2,0,1. FC Köln,1,2
3635,2023-12-20,19,16,Germany,Bundesliga,Away,Freiburg,2,3,Heidenheim,0,-1
3636,2024-01-13,14,17,Germany,Bundesliga,Home,Freiburg,0,0,Union Berlin,2,0
3637,2024-01-20,14,18,Germany,Bundesliga,Home,Freiburg,3,2,Hoffenheim,1,1
3638,2024-01-27,14,19,Germany,Bundesliga,Away,Freiburg,1,3,Bremen,0,-2
3639,2024-02-03,14,20,Germany,Bundesliga,Home,Freiburg,1,3,Stuttgart,0,-2
3640,2024-02-09,19,21,Germany,Bundesliga,Away,Freiburg,0,3,Dortmund,0,-3
3641,2024-02-18,14,22,Germany,Bundesliga,Home,Freiburg,3,3,Frankfurt,2,0
3642,2024-02-25,18,23,Germany,Bundesliga,Away,Freiburg,1,2,Augsburg,0,-1
3643,2024-03-01,19,24,Germany,Bundesliga,Home,Freiburg,2,2,Bayern,2,0
3644,2024-03-10,14,25,Germany,Bundesliga,Away,Freiburg,2,1,Bochum,1,1
3645,2024-03-17,14,26,Germany,Bundesliga,Home,Freiburg,2,3,Leverkusen,0,-1
3646,2024-03-30,14,27,Germany,Bundesliga,Away,Freiburg,3,0,M'gladbach,1,3
3647,2024-04-06,13,28,Germany,Bundesliga,Home,Freiburg,1,4,RB Leipzig,0,-3
3648,2024-04-14,13,29,Germany,Bundesliga,Away,Freiburg,1,0,Darmstadt,1,1
3649,2024-04-21,17,30,Germany,Bundesliga,Home,Freiburg,1,1,Mainz,2,0
3650,2024-04-27,13,31,Germany,Bundesliga,Home,Freiburg,1,2,Wolfsburg,0,-1
3651,2024-05-04,16,32,Germany,Bundesliga,Away,Freiburg,0,0,1. FC Köln,2,0
3652,2024-05-11,13,33,Germany,Bundesliga,Home,Freiburg,1,1,Heidenheim,2,0
3653,2024-05-18,13,34,Germany,Bundesliga,Away,Freiburg,1,2,Union Berlin,0,-1
3654,2023-08-19,13,1,Germany,Bundesliga,Away,M'gladbach,4,4,Augsburg,2,0
